volume_tests,company_id,company_type,time,date,month,year,day,is_weekend,season,avg_pesq_score,quality_too_poor,number_busy,temporarily_unable_test,outage_hrs,number_test_types,numbers_tested,followup_tests
40035,2,Enterprise,2018-04-23,23,4,2018,Mon,0,Spring,3.684208,36,183,2,7182.17,3,2545,110
40892,2,Enterprise,2018-04-24,24,4,2018,Tues,0,Spring,3.682375,8,242,0,7247.92,3,2538,90
40275,2,Enterprise,2018-04-25,25,4,2018,Wed,0,Spring,3.680917,10,177,162,7258.57,3,2542,100
40605,2,Enterprise,2018-04-26,26,4,2018,Thurs,0,Spring,3.683833,12,227,1,7271.92,3,2539,90
39525,2,Enterprise,2018-04-27,27,4,2018,Fri,0,Spring,3.688333,2,76,202,7271.92,3,2448,50
19083,2,Enterprise,2018-04-28,28,4,2018,Sat,1,Spring,3.690125,5,79,2,7271.92,3,584,30
18210,2,Enterprise,2018-04-29,29,4,2018,Sun,1,Spring,3.692375,4,93,1,7271.92,3,544,60
39977,2,Enterprise,2018-04-30,30,4,2018,Mon,0,Spring,3.69075,7,140,177,7263.61,3,2547,140
40875,2,Enterprise,2018-05-01,1,5,2018,Tues,0,Summer,3.690583,15,216,1,7257.66,3,2543,120
40947,2,Enterprise,2018-05-02,2,5,2018,Wed,0,Summer,3.664268,20,346,0,7287.39,3,2547,190
41240,2,Enterprise,2018-05-03,3,5,2018,Thurs,0,Summer,3.674564,22,214,0,7279.64,3,2547,140
39786,2,Enterprise,2018-05-04,4,5,2018,Fri,0,Summer,3.666375,16,210,5,7271.92,3,2474,290
19374,2,Enterprise,2018-05-05,5,5,2018,Sat,1,Summer,3.680292,4,98,15,7271.92,3,589,50
18366,2,Enterprise,2018-05-06,6,5,2018,Sun,1,Summer,3.689125,30,157,33,7271.92,3,548,90
40253,2,Enterprise,2018-05-07,7,5,2018,Mon,0,Summer,3.680542,24,222,87,7271.92,3,2551,160
40578,2,Enterprise,2018-05-08,8,5,2018,Tues,0,Summer,3.686917,15,287,8,7271.92,3,2546,60
41367,2,Enterprise,2018-05-09,9,5,2018,Wed,0,Summer,3.699875,31,469,0,7287.81,3,2554,200
40709,2,Enterprise,2018-05-10,10,5,2018,Thurs,0,Summer,3.686667,7,186,53,7323.43,3,2551,140
39924,2,Enterprise,2018-05-11,11,5,2018,Fri,0,Summer,3.683625,7,238,1079,7366.99,3,2457,90
19354,2,Enterprise,2018-05-12,12,5,2018,Sat,1,Summer,3.690208,3,97,484,7353.28,3,589,50
18598,2,Enterprise,2018-05-13,13,5,2018,Sun,1,Summer,3.698792,11,198,485,7343.91,3,545,50
40418,2,Enterprise,2018-05-14,14,5,2018,Mon,0,Summer,3.690042,58,593,625,7343.91,3,2559,270
41222,2,Enterprise,2018-05-15,15,5,2018,Tues,0,Summer,3.682385,28,802,3,7330.2,3,2579,470
41543,2,Enterprise,2018-05-16,16,5,2018,Wed,0,Summer,3.687292,26,809,4,7305.09,3,2583,470
41056,2,Enterprise,2018-05-17,17,5,2018,Thurs,0,Summer,3.804224,23,885,138,7336.68,3,2578,440
39234,2,Enterprise,2018-05-18,18,5,2018,Fri,0,Summer,3.810119,3,566,7,7340.36,3,2492,450
19451,2,Enterprise,2018-05-19,19,5,2018,Sat,1,Summer,3.70873,5,73,0,7319.92,3,604,30
18544,2,Enterprise,2018-05-20,20,5,2018,Sun,1,Summer,3.69575,5,125,0,7319.92,3,547,56
39136,2,Enterprise,2018-05-21,21,5,2018,Mon,0,Summer,3.796585,14,252,0,7306.27,3,2567,280
40059,2,Enterprise,2018-05-22,22,5,2018,Tues,0,Summer,3.698406,11,312,105,7304.53,3,2566,300
39956,2,Enterprise,2018-05-23,23,5,2018,Wed,0,Summer,3.690331,17,178,1132,7319.92,3,2541,90
39572,2,Enterprise,2018-05-24,24,5,2018,Thurs,0,Summer,3.694583,10,112,933,7328.57,3,2543,80
39060,2,Enterprise,2018-05-25,25,5,2018,Fri,0,Summer,3.688625,125,305,941,7343.91,3,2462,100
19538,2,Enterprise,2018-05-26,26,5,2018,Sat,1,Summer,3.684708,0,70,371,7343.91,3,601,40
18544,2,Enterprise,2018-05-27,27,5,2018,Sun,1,Summer,3.688042,1,169,345,7343.91,3,544,20
38918,2,Enterprise,2018-05-28,28,5,2018,Mon,0,Summer,3.686125,2,291,402,7328.46,3,2554,150
39146,2,Enterprise,2018-05-29,29,5,2018,Tues,0,Summer,3.685083,13,369,76,7316.12,3,2497,160
40796,2,Enterprise,2018-05-30,30,5,2018,Wed,0,Summer,3.682042,10,634,178,7614.73,3,2512,310
39436,2,Enterprise,2018-05-31,31,5,2018,Thurs,0,Summer,3.684042,10,231,44,7567.71,3,2492,60
38758,2,Enterprise,2018-06-01,1,6,2018,Fri,0,Summer,3.682042,19,483,154,7511.91,3,2414,190
19170,2,Enterprise,2018-06-02,2,6,2018,Sat,1,Summer,3.692542,3,67,0,7511.91,3,586,30
18205,2,Enterprise,2018-06-03,3,6,2018,Sun,1,Summer,3.688583,2,115,0,7511.91,3,528,30
39725,2,Enterprise,2018-06-04,4,6,2018,Mon,0,Summer,3.685583,6,553,1202,7536.09,3,2500,280
39861,2,Enterprise,2018-06-05,5,6,2018,Tues,0,Summer,3.683208,12,658,5,7551.11,3,2555,350
40272,2,Enterprise,2018-06-06,6,6,2018,Wed,0,Summer,3.682125,20,387,1,7496.73,3,2583,280
40270,2,Enterprise,2018-06-07,7,6,2018,Thurs,0,Summer,3.686417,23,548,13,7472.8,3,2566,240
39379,2,Enterprise,2018-06-08,8,6,2018,Fri,0,Summer,3.689706,26,350,0,7463.91,3,2471,170
19727,2,Enterprise,2018-06-09,9,6,2018,Sat,1,Summer,3.6955,15,266,76,7463.91,3,605,90
18656,2,Enterprise,2018-06-10,10,6,2018,Sun,1,Summer,3.701208,8,174,74,7474.57,3,546,70
39577,2,Enterprise,2018-06-11,11,6,2018,Mon,0,Summer,3.696042,35,148,269,7452.24,3,2576,170
39924,2,Enterprise,2018-06-12,12,6,2018,Tues,0,Summer,3.685083,34,327,785,7748.44,3,2570,280
40614,2,Enterprise,2018-06-13,13,6,2018,Wed,0,Summer,3.665417,29,251,0,7525.86,3,2560,200
40843,2,Enterprise,2018-06-14,14,6,2018,Thurs,0,Summer,3.688375,25,500,116,7430.39,3,2571,280
39678,2,Enterprise,2018-06-15,15,6,2018,Fri,0,Summer,3.678208,28,373,560,7415.91,3,2476,216
20279,2,Enterprise,2018-06-16,16,6,2018,Sat,1,Summer,3.68675,11,207,294,7470.78,3,609,88
19109,2,Enterprise,2018-06-17,17,6,2018,Sun,1,Summer,3.677167,14,24,0,7440.37,3,545,10
39267,2,Enterprise,2018-06-18,18,6,2018,Mon,0,Summer,3.682292,23,260,55,7439.91,3,2560,130
40173,2,Enterprise,2018-06-19,19,6,2018,Tues,0,Summer,3.668375,35,470,546,7422.01,3,2583,110
40824,2,Enterprise,2018-06-20,20,6,2018,Wed,0,Summer,3.675208,44,742,544,7963.74,3,2717,210
40437,2,Enterprise,2018-06-21,21,6,2018,Thurs,0,Summer,3.692833,64,461,265,7805.22,3,2721,240
39767,2,Enterprise,2018-06-22,22,6,2018,Fri,0,Summer,3.687125,30,1393,556,7957.69,3,2641,320
19736,2,Enterprise,2018-06-23,23,6,2018,Sat,1,Summer,3.683792,16,118,32,7932.4,3,617,30
18499,2,Enterprise,2018-06-24,24,6,2018,Sun,1,Summer,3.697625,15,18,12,7919.91,3,544,10
40375,2,Enterprise,2018-06-25,25,6,2018,Mon,0,Summer,3.681042,27,570,45,7862.52,3,2717,170
40291,2,Enterprise,2018-06-26,26,6,2018,Tues,0,Summer,3.690297,315,198,14,7871.91,3,2710,90
40469,2,Enterprise,2018-06-27,27,6,2018,Wed,0,Summer,3.806793,627,413,68,7838.76,3,2718,130
40550,2,Enterprise,2018-06-28,28,6,2018,Thurs,0,Summer,3.763917,33,424,6,7807.42,3,2733,277
39828,2,Enterprise,2018-06-29,29,6,2018,Fri,0,Summer,3.704792,26,674,0,7787.36,3,2649,410
19584,2,Enterprise,2018-06-30,30,6,2018,Sat,1,Summer,3.812667,39,50,23,7775.91,3,620,50
18504,2,Enterprise,2018-07-01,1,7,2018,Sun,1,Summer,3.8145,37,25,0,7775.91,3,544,10
39808,2,Enterprise,2018-07-02,2,7,2018,Mon,0,Summer,3.7775,61,501,0,7787.57,3,2735,320
40392,2,Enterprise,2018-07-03,3,7,2018,Tues,0,Summer,3.780456,42,446,0,7788.01,3,2720,180
40311,2,Enterprise,2018-07-04,4,7,2018,Wed,0,Summer,3.807792,41,307,2,7793.55,3,2730,270
40469,2,Enterprise,2018-07-05,5,7,2018,Thurs,0,Summer,3.778875,51,326,0,7878.15,3,2731,210
39548,2,Enterprise,2018-07-06,6,7,2018,Fri,0,Summer,3.780333,42,174,3,7850.02,3,2624,120
19661,2,Enterprise,2018-07-07,7,7,2018,Sat,1,Summer,3.80725,39,60,93,7847.91,3,616,30
18434,2,Enterprise,2018-07-08,8,7,2018,Sun,1,Summer,3.8085,38,14,96,7847.91,3,543,10
40445,2,Enterprise,2018-07-09,9,7,2018,Mon,0,Summer,3.772208,73,600,498,7844.34,3,2727,240
41273,2,Enterprise,2018-07-10,10,7,2018,Tues,0,Summer,3.765542,59,823,855,7827.44,3,2716,290
40483,2,Enterprise,2018-07-11,11,7,2018,Wed,0,Summer,3.782125,57,561,0,7829.13,3,2719,197
39276,2,Enterprise,2018-07-12,12,7,2018,Thurs,0,Summer,3.776681,41,380,93,7832.41,3,2694,120
40264,2,Enterprise,2018-07-13,13,7,2018,Fri,0,Summer,3.785643,38,631,519,7863.38,3,2642,340
20145,2,Enterprise,2018-07-14,14,7,2018,Sat,1,Summer,3.814167,38,525,0,7895.91,3,629,160
18911,2,Enterprise,2018-07-15,15,7,2018,Sun,1,Summer,3.807458,41,336,102,7895.91,3,551,60
40289,2,Enterprise,2018-07-16,16,7,2018,Mon,0,Summer,3.772966,45,1093,2,7956.45,3,2743,407
42193,2,Enterprise,2018-07-17,17,7,2018,Tues,0,Summer,3.783833,55,1245,325,8039.6,3,2785,960
40601,2,Enterprise,2018-07-18,18,7,2018,Wed,0,Summer,3.770833,40,438,0,8039.91,3,2725,210
40569,2,Enterprise,2018-07-19,19,7,2018,Thurs,0,Summer,3.779917,37,340,0,8039.91,3,2715,110
39575,2,Enterprise,2018-07-20,20,7,2018,Fri,0,Summer,3.799583,27,188,0,8039.91,3,2622,100
19712,2,Enterprise,2018-07-21,21,7,2018,Sat,1,Summer,3.802042,8,83,48,8039.91,3,617,30
18915,2,Enterprise,2018-07-22,22,7,2018,Sun,1,Summer,3.805,17,218,19,8039.91,3,547,30
39591,2,Enterprise,2018-07-23,23,7,2018,Mon,0,Summer,3.78325,65,126,0,8039.96,3,2711,90
40444,2,Enterprise,2018-07-24,24,7,2018,Tues,0,Summer,3.783958,66,257,30,8040.01,3,2720,210
40637,2,Enterprise,2018-07-25,25,7,2018,Wed,0,Summer,3.745333,39,297,361,8045.6,3,2721,190
40588,2,Enterprise,2018-07-26,26,7,2018,Thurs,0,Summer,3.780208,61,265,0,8063.91,3,2720,170
39536,2,Enterprise,2018-07-27,27,7,2018,Fri,0,Summer,3.791292,63,267,0,8063.91,3,2626,180
19740,2,Enterprise,2018-07-28,28,7,2018,Sat,1,Summer,3.806125,12,80,33,8063.91,3,615,30
18782,2,Enterprise,2018-07-29,29,7,2018,Sun,1,Summer,3.809333,14,89,0,8063.91,3,544,30
40053,2,Enterprise,2018-07-30,30,7,2018,Mon,0,Summer,3.796292,56,506,0,8063.91,3,2733,310
40594,2,Enterprise,2018-07-31,31,7,2018,Tues,0,Summer,3.800292,41,350,0,8087.46,3,2723,210
40642,2,Enterprise,2018-08-01,1,8,2018,Wed,0,Autumn,3.789375,11,402,59,8293.2,3,2726,190
40528,2,Enterprise,2018-08-02,2,8,2018,Thurs,0,Autumn,3.794875,10,365,299,8303.9,3,2733,250
40210,2,Enterprise,2018-08-03,3,8,2018,Fri,0,Autumn,3.809208,3,478,5,8349.27,3,2637,250
19648,2,Enterprise,2018-08-04,4,8,2018,Sat,1,Autumn,3.829542,1,88,0,8351.9,3,616,50
18550,2,Enterprise,2018-08-05,5,8,2018,Sun,1,Autumn,3.825458,3,14,0,8351.9,3,545,10
40695,2,Enterprise,2018-08-06,6,8,2018,Mon,0,Autumn,3.817125,3,529,473,8384.75,3,2722,280
40566,2,Enterprise,2018-08-07,7,8,2018,Tues,0,Autumn,3.822417,2,385,27,8390.06,3,2731,260
40574,2,Enterprise,2018-08-08,8,8,2018,Wed,0,Autumn,3.8,4,650,17,8435.84,3,2732,300
40318,2,Enterprise,2018-08-09,9,8,2018,Thurs,0,Autumn,3.821583,5,412,0,8478.25,3,2718,180
39500,2,Enterprise,2018-08-10,10,8,2018,Fri,0,Autumn,3.819417,2,173,44,8461.17,3,2654,170
19881,2,Enterprise,2018-08-11,11,8,2018,Sat,1,Autumn,3.826458,0,203,81,8451.83,3,619,80
18924,2,Enterprise,2018-08-12,12,8,2018,Sun,1,Autumn,3.822958,0,142,79,8471.9,3,547,30
39707,2,Enterprise,2018-08-13,13,8,2018,Mon,0,Autumn,3.813625,5,212,35,8439.56,3,2707,110
40843,2,Enterprise,2018-08-14,14,8,2018,Tues,0,Autumn,3.826917,3,398,0,8423.9,3,2730,150
41349,2,Enterprise,2018-08-15,15,8,2018,Wed,0,Autumn,3.804833,10,836,79,8440.39,3,2717,330
40243,2,Enterprise,2018-08-16,16,8,2018,Thurs,0,Autumn,3.818125,18,194,95,8447.9,3,2703,170
39501,2,Enterprise,2018-08-17,17,8,2018,Fri,0,Autumn,3.795792,40,165,30,8430.11,3,2615,90
19668,2,Enterprise,2018-08-18,18,8,2018,Sat,1,Autumn,3.806917,0,63,13,8423.9,3,600,20
18551,2,Enterprise,2018-08-19,19,8,2018,Sun,1,Autumn,3.80575,2,14,0,8423.9,3,544,10
39638,2,Enterprise,2018-08-20,20,8,2018,Mon,0,Autumn,3.798292,6,113,70,8432.32,3,2688,80
39752,2,Enterprise,2018-08-21,21,8,2018,Tues,0,Autumn,3.798208,21,96,137,8431.39,3,2670,90
40472,2,Enterprise,2018-08-22,22,8,2018,Wed,0,Autumn,3.786292,8,390,37,8423.9,3,2712,260
39906,2,Enterprise,2018-08-23,23,8,2018,Thurs,0,Autumn,3.774875,36,723,12,8437.55,3,2717,270
39358,2,Enterprise,2018-08-24,24,8,2018,Fri,0,Autumn,3.756375,32,840,3,8448.02,3,2623,310
18764,2,Enterprise,2018-08-25,25,8,2018,Sat,1,Autumn,3.79425,18,502,34,8448.12,3,598,20
17741,2,Enterprise,2018-08-26,26,8,2018,Sun,1,Autumn,3.78325,5,535,16,8447.9,3,541,50
39346,2,Enterprise,2018-08-27,27,8,2018,Mon,0,Autumn,3.775833,1,843,105,8432.06,3,2710,450
39889,2,Enterprise,2018-08-28,28,8,2018,Tues,0,Autumn,3.680042,6,791,288,8424.86,3,2708,490
39673,2,Enterprise,2018-08-29,29,8,2018,Wed,0,Autumn,3.701542,16,659,95,8403.74,3,2708,360
39825,2,Enterprise,2018-08-30,30,8,2018,Thurs,0,Autumn,3.729292,14,679,101,8406.83,3,2706,280
38910,2,Enterprise,2018-08-31,31,8,2018,Fri,0,Autumn,3.7565,11,365,98,8447.9,3,2616,280
18505,2,Enterprise,2018-09-01,1,9,2018,Sat,1,Autumn,3.803625,3,13,122,8447.9,3,598,40
17248,2,Enterprise,2018-09-02,2,9,2018,Sun,1,Autumn,3.791917,99,0,106,8447.9,3,536,0
38208,2,Enterprise,2018-09-03,3,9,2018,Mon,0,Autumn,3.782125,5,421,59,8447.9,3,2685,200
40380,2,Enterprise,2018-09-04,4,9,2018,Tues,0,Autumn,3.776458,11,541,90,8450.65,3,2714,350
40955,2,Enterprise,2018-09-05,5,9,2018,Wed,0,Autumn,3.796875,23,785,75,8477.08,3,2710,240
40221,2,Enterprise,2018-09-06,6,9,2018,Thurs,0,Autumn,3.802,8,370,239,8433.91,3,2690,184
39306,2,Enterprise,2018-09-07,7,9,2018,Fri,0,Autumn,3.803042,4,481,66,8423.9,3,2591,276
19417,2,Enterprise,2018-09-08,8,9,2018,Sat,1,Autumn,3.808083,18,282,231,8423.9,3,607,40
18355,2,Enterprise,2018-09-09,9,9,2018,Sun,1,Autumn,3.809333,2,252,104,8423.9,3,542,40
39982,2,Enterprise,2018-09-10,10,9,2018,Mon,0,Autumn,3.779424,4,497,155,8424.31,3,2699,320
40725,2,Enterprise,2018-09-11,11,9,2018,Tues,0,Autumn,3.766417,14,334,48,8423.9,3,2708,240
40344,2,Enterprise,2018-09-12,12,9,2018,Wed,0,Autumn,3.77825,21,324,2,8423.9,3,2707,240
40402,2,Enterprise,2018-09-13,13,9,2018,Thurs,0,Autumn,3.777708,6,285,71,8423.9,3,2709,120
40355,2,Enterprise,2018-09-14,14,9,2018,Fri,0,Autumn,3.793586,5,395,90,8423.95,3,2621,175
19945,2,Enterprise,2018-09-15,15,9,2018,Sat,1,Autumn,3.79675,1,241,11,8423.9,3,612,0
18980,2,Enterprise,2018-09-16,16,9,2018,Sun,1,Autumn,3.8005,2,458,57,8423.9,3,550,125
40357,2,Enterprise,2018-09-17,17,9,2018,Mon,0,Autumn,3.802333,11,453,30,8423.9,3,2712,150
43611,2,Enterprise,2018-09-18,18,9,2018,Tues,0,Autumn,3.812667,11,1727,24,8564.11,3,2734,710
42388,2,Enterprise,2018-09-19,19,9,2018,Wed,0,Autumn,3.811667,5,819,138,8691.2,3,2779,400
41022,2,Enterprise,2018-09-20,20,9,2018,Thurs,0,Autumn,3.823208,7,313,34,8599.52,3,2711,125
40242,2,Enterprise,2018-09-21,21,9,2018,Fri,0,Autumn,3.790417,3,252,1,8591.9,3,2678,100
20401,2,Enterprise,2018-09-22,22,9,2018,Sat,1,Autumn,3.804125,0,260,15,8591.9,3,619,50
19323,2,Enterprise,2018-09-23,23,9,2018,Sun,1,Autumn,3.806833,2,276,57,8591.9,3,554,25
41307,2,Enterprise,2018-09-24,24,9,2018,Mon,0,Autumn,3.812375,7,364,11,8581.26,3,2720,150
41552,2,Enterprise,2018-09-25,25,9,2018,Tues,0,Autumn,3.807792,13,436,2,8551.45,3,2721,175
42105,2,Enterprise,2018-09-26,26,9,2018,Wed,0,Autumn,3.800417,21,770,3,8427.38,3,2761,275
42979,2,Enterprise,2018-09-27,27,9,2018,Thurs,0,Autumn,3.809458,15,404,128,8402.44,3,2761,250
44180,2,Enterprise,2018-09-28,28,9,2018,Fri,0,Autumn,3.809333,21,383,60,8461.97,3,2670,175
24128,2,Enterprise,2018-09-29,29,9,2018,Sat,1,Autumn,3.807917,26,408,8,8464.04,3,659,100
23106,2,Enterprise,2018-09-30,30,9,2018,Sun,1,Autumn,3.803125,29,322,2,8448.06,3,595,100
44354,2,Enterprise,2018-10-01,1,10,2018,Mon,0,Autumn,3.795167,67,390,12,8441.58,3,2755,125
44834,2,Enterprise,2018-10-02,2,10,2018,Tues,0,Autumn,3.7995,33,312,57,8447.9,3,2756,75
45018,2,Enterprise,2018-10-03,3,10,2018,Wed,0,Autumn,3.784458,29,336,29,8462.84,3,2759,150
45363,2,Enterprise,2018-10-04,4,10,2018,Thurs,0,Autumn,3.793917,32,432,55,8448.94,3,2843,175
43942,2,Enterprise,2018-10-05,5,10,2018,Fri,0,Autumn,3.786625,38,503,1258,8436.62,3,2669,350
24453,2,Enterprise,2018-10-06,6,10,2018,Sat,1,Autumn,3.80575,1,381,813,8490.2,3,658,75
23231,2,Enterprise,2018-10-07,7,10,2018,Sun,1,Autumn,3.805708,3,460,717,8495.9,3,594,125
44363,2,Enterprise,2018-10-08,8,10,2018,Mon,0,Autumn,3.795667,3,436,606,8495.9,3,2766,150
45417,2,Enterprise,2018-10-09,9,10,2018,Tues,0,Autumn,3.792417,1,623,81,8579.91,3,2767,175
45105,2,Enterprise,2018-10-10,10,10,2018,Wed,0,Autumn,3.798167,3,494,187,8615.45,3,2767,125
45353,2,Enterprise,2018-10-11,11,10,2018,Thurs,0,Autumn,3.80425,6,621,100,8599.09,3,2765,125
44338,2,Enterprise,2018-10-12,12,10,2018,Fri,0,Autumn,3.771542,8,405,100,8564.18,3,2687,175
24181,2,Enterprise,2018-10-13,13,10,2018,Sat,1,Autumn,3.80525,1,548,3,8590.13,3,668,200
22946,2,Enterprise,2018-10-14,14,10,2018,Sun,1,Autumn,3.804,0,688,8,8749.14,3,608,275
45532,2,Enterprise,2018-10-15,15,10,2018,Mon,0,Autumn,3.806167,2,2137,28,8812.37,3,2862,1747
45309,2,Enterprise,2018-10-16,16,10,2018,Tues,0,Autumn,3.805125,0,303,73,8856.06,3,2796,100
45541,2,Enterprise,2018-10-17,17,10,2018,Wed,0,Autumn,3.810625,17,495,55,8855.9,3,2816,125
45248,2,Enterprise,2018-10-18,18,10,2018,Thurs,0,Autumn,3.797625,4,179,1,8865.08,3,2821,50
45112,2,Enterprise,2018-10-19,19,10,2018,Fri,0,Autumn,3.787375,11,433,4,8911.44,3,2732,250
24606,2,Enterprise,2018-10-20,20,10,2018,Sat,1,Autumn,3.79825,1,142,46,8946.98,3,667,0
23677,2,Enterprise,2018-10-21,21,10,2018,Sun,1,Autumn,3.801292,0,18,30,8927.9,3,605,25
45445,2,Enterprise,2018-10-22,22,10,2018,Mon,0,Autumn,3.795667,8,264,88,8929.59,3,2825,325
45936,2,Enterprise,2018-10-23,23,10,2018,Tues,0,Autumn,3.80525,16,237,101,8904.99,3,2815,214
46155,2,Enterprise,2018-10-24,24,10,2018,Wed,0,Autumn,3.785208,3,454,107,8892.69,3,2827,261
46162,2,Enterprise,2018-10-25,25,10,2018,Thurs,0,Autumn,3.798875,20,365,11,8892.4,3,2832,300
47079,2,Enterprise,2018-10-26,26,10,2018,Fri,0,Autumn,3.810167,3,187,234,8891.92,3,2732,200
26930,2,Enterprise,2018-10-27,27,10,2018,Sat,1,Autumn,3.811417,0,104,198,8856.83,3,679,175
25494,2,Enterprise,2018-10-28,28,10,2018,Sun,1,Autumn,3.810792,0,86,145,8855.9,3,608,75
47738,2,Enterprise,2018-10-29,29,10,2018,Mon,0,Autumn,3.80625,3,744,565,8943.75,3,2832,300
47029,2,Enterprise,2018-10-30,30,10,2018,Tues,0,Autumn,3.817167,8,973,0,9026.39,3,2841,450
45948,2,Enterprise,2018-10-31,31,10,2018,Wed,0,Autumn,3.811083,9,177,88,9425.61,3,2833,100
45768,2,Enterprise,2018-11-01,1,11,2018,Thurs,0,Winter,3.802042,6,184,114,8926.37,3,2830,75
44829,2,Enterprise,2018-11-02,2,11,2018,Fri,0,Winter,3.812292,1,317,194,8883.62,3,2737,75
25011,2,Enterprise,2018-11-03,3,11,2018,Sat,1,Winter,3.805625,6,118,797,8927.9,3,678,100
23629,2,Enterprise,2018-11-04,4,11,2018,Sun,1,Winter,3.808208,0,90,753,8927.9,3,573,49
43953,2,Enterprise,2018-11-05,5,11,2018,Mon,0,Winter,3.805417,15,53,25,8927.9,3,2830,51
45683,2,Enterprise,2018-11-06,6,11,2018,Tues,0,Winter,3.801083,16,43,29,8928.08,3,2840,125
45992,2,Enterprise,2018-11-07,7,11,2018,Wed,0,Winter,3.80625,1,190,79,8927.9,3,2842,175
45552,2,Enterprise,2018-11-08,8,11,2018,Thurs,0,Winter,3.807083,3,130,24,8927.9,3,2837,100
44711,2,Enterprise,2018-11-09,9,11,2018,Fri,0,Winter,3.807708,0,115,0,8974.98,3,2741,50
25232,2,Enterprise,2018-11-10,10,11,2018,Sat,1,Winter,3.794208,1,120,0,8975.91,3,688,175
23704,2,Enterprise,2018-11-11,11,11,2018,Sun,1,Winter,3.798958,14,117,180,8976,3,610,75
44805,2,Enterprise,2018-11-12,12,11,2018,Mon,0,Winter,3.799792,126,198,31,8961.29,3,2846,325
46096,2,Enterprise,2018-11-13,13,11,2018,Tues,0,Winter,3.8175,23,316,1,8988.93,3,2846,375
45894,2,Enterprise,2018-11-14,14,11,2018,Wed,0,Winter,3.821208,10,219,10,9062.74,3,2831,75
45843,2,Enterprise,2018-11-15,15,11,2018,Thurs,0,Winter,3.804792,1,619,0,9077.23,3,2840,400
45007,2,Enterprise,2018-11-16,16,11,2018,Fri,0,Winter,3.807167,5,476,23,9047.05,3,2740,200
25049,2,Enterprise,2018-11-17,17,11,2018,Sat,1,Winter,3.8075,1,1,162,9023.9,3,682,0
23582,2,Enterprise,2018-11-18,18,11,2018,Sun,1,Winter,3.801417,0,1,223,9023.9,3,609,25
44909,2,Enterprise,2018-11-19,19,11,2018,Mon,0,Winter,3.813917,2,320,7,9023.9,3,2830,225
46170,2,Enterprise,2018-11-20,20,11,2018,Tues,0,Winter,3.821292,6,387,0,9015,3,2851,250
45955,2,Enterprise,2018-11-21,21,11,2018,Wed,0,Winter,3.796667,13,249,60,9002.16,3,2858,275
45549,2,Enterprise,2018-11-22,22,11,2018,Thurs,0,Winter,3.800708,5,438,15,9000.02,3,2771,200
45018,2,Enterprise,2018-11-23,23,11,2018,Fri,0,Winter,3.808083,1,122,56,8989.46,3,2754,108
25275,2,Enterprise,2018-11-24,24,11,2018,Sat,1,Winter,3.801875,7,100,1,8935.94,3,691,142
24059,2,Enterprise,2018-11-25,25,11,2018,Sun,1,Winter,3.8,1,248,148,8928.01,3,625,150
45179,2,Enterprise,2018-11-26,26,11,2018,Mon,0,Winter,3.799,26,406,0,8927.9,3,2856,325
46663,2,Enterprise,2018-11-27,27,11,2018,Tues,0,Winter,3.830542,47,219,0,8969.64,3,2875,399
46462,2,Enterprise,2018-11-28,28,11,2018,Wed,0,Winter,3.803917,119,684,1,9044.49,3,2860,321
46583,2,Enterprise,2018-11-29,29,11,2018,Thurs,0,Winter,3.808333,19,340,7,9088.05,3,2855,330
45910,2,Enterprise,2018-11-30,30,11,2018,Fri,0,Winter,3.81075,0,121,29,9088,3,2762,113
26653,2,Enterprise,2018-12-01,1,12,2018,Sat,1,Winter,3.803042,0,704,0,9167.56,3,710,587
24483,2,Enterprise,2018-12-02,2,12,2018,Sun,1,Winter,3.800208,2,562,0,9291.2,3,630,250
46595,2,Enterprise,2018-12-03,3,12,2018,Mon,0,Winter,3.80675,0,217,105,9264.91,3,2864,275
47472,2,Enterprise,2018-12-04,4,12,2018,Tues,0,Winter,3.800084,14,256,160,9279.66,3,2868,209
47244,2,Enterprise,2018-12-05,5,12,2018,Wed,0,Winter,3.804667,5,126,21,9270.09,3,2862,141
47125,2,Enterprise,2018-12-06,6,12,2018,Thurs,0,Winter,3.824958,8,206,16,9263.89,3,2869,160
46412,2,Enterprise,2018-12-07,7,12,2018,Fri,0,Winter,3.812988,2,321,0,9257.25,3,2773,200
25793,2,Enterprise,2018-12-08,8,12,2018,Sat,1,Winter,3.800586,1,16,337,9239.89,3,695,50
24496,2,Enterprise,2018-12-09,9,12,2018,Sun,1,Winter,3.795875,0,308,0,9283.57,3,629,175
46399,2,Enterprise,2018-12-10,10,12,2018,Mon,0,Winter,3.823734,14,293,3,9267.09,3,2872,250
48027,2,Enterprise,2018-12-11,11,12,2018,Tues,0,Winter,3.813417,5,527,61,9265.26,3,2870,325
47167,2,Enterprise,2018-12-12,12,12,2018,Wed,0,Winter,3.850378,23,82,64,9263.89,3,2866,125
46900,2,Enterprise,2018-12-13,13,12,2018,Thurs,0,Winter,3.799748,15,192,48,9259.49,3,2868,180
45587,2,Enterprise,2018-12-14,14,12,2018,Fri,0,Winter,3.805042,4,136,112,9239.89,3,2837,125
25247,2,Enterprise,2018-12-15,15,12,2018,Sat,1,Winter,3.797833,2,97,0,9239.89,3,693,100
24182,2,Enterprise,2018-12-16,16,12,2018,Sun,1,Winter,3.804268,1,81,0,9239.89,3,624,100
